customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,is_churned,tenure_days,cohort_month,end_date,months_active,is_paid,signup_month,signup_day,signup_dow,churn_bucket,cancel_month
165613975,2022-11-26,2023-05-07,39,month,Yes,1,162,2022-11,2023-05-07,6,1,11,26,5,6. 91-180 days,2023-05
164662173,2022-11-26,2023-01-26,39,month,Yes,1,61,2022-11,2023-01-26,2,1,11,26,5,5. 61-90 days,2023-01
162411394,2022-11-26,2023-01-04,39,month,Yes,1,39,2022-11,2023-01-04,2,1,11,26,5,4. 31-60 days,2023-01
121439836,2022-11-27,,39,month,Yes,0,285,2022-11,2023-09-08,10,1,11,27,6,7. 181+ days,
157353623,2022-11-27,2022-11-27,39,month,No,1,0,2022-11,2022-11-27,0,0,11,27,6,,2022-11
165953219,2022-11-27,2023-01-03,39,month,Yes,1,37,2022-11,2023-01-03,2,1,11,27,6,4. 31-60 days,2023-01
154710805,2022-11-28,,39,month,Yes,0,284,2022-11,2023-09-08,10,1,11,28,0,7. 181+ days,
164084318,2022-11-28,,39,month,Yes,0,284,2022-11,2023-09-08,10,1,11,28,0,7. 181+ days,
160043327,2022-11-28,2022-11-29,39,month,No,1,1,2022-11,2022-11-29,0,0,11,28,0,1. 0-7 days,2022-11
131166579,2022-11-28,2023-01-04,39,month,Yes,1,37,2022-11,2023-01-04,2,1,11,28,0,4. 31-60 days,2023-01
166109726,2022-11-28,2023-01-12,39,month,Yes,1,45,2022-11,2023-01-12,2,1,11,28,0,4. 31-60 days,2023-01
155446081,2022-11-28,2023-01-01,39,month,Yes,1,34,2022-11,2023-01-01,2,1,11,28,0,4. 31-60 days,2023-01
166342075,2022-11-28,2022-12-28,39,month,Yes,1,30,2022-11,2022-12-28,1,1,11,28,0,3. 15-30 days,2022-12
154063985,2022-11-28,2023-08-04,39,month,Yes,1,249,2022-11,2023-08-04,9,1,11,28,0,7. 181+ days,2023-08
164141888,2022-11-29,,39,month,Yes,0,283,2022-11,2023-09-08,10,1,11,29,1,7. 181+ days,
165244044,2022-11-29,2023-05-15,39,month,Yes,1,167,2022-11,2023-05-15,6,1,11,29,1,6. 91-180 days,2023-05
136149379,2022-11-29,2023-04-02,39,month,Yes,1,124,2022-11,2023-04-02,5,1,11,29,1,6. 91-180 days,2023-04
158227426,2022-11-29,2023-03-01,39,month,Yes,1,92,2022-11,2023-03-01,4,1,11,29,1,6. 91-180 days,2023-03
166366125,2022-11-29,2023-03-09,39,month,Yes,1,100,2022-11,2023-03-09,4,1,11,29,1,6. 91-180 days,2023-03
166753946,2022-11-29,2023-02-05,39,month,Yes,1,68,2022-11,2023-02-05,3,1,11,29,1,5. 61-90 days,2023-02
157883110,2022-11-29,2023-01-23,39,month,Yes,1,55,2022-11,2023-01-23,2,1,11,29,1,4. 31-60 days,2023-01
138475621,2022-11-29,2022-12-15,39,month,Yes,1,16,2022-11,2022-12-15,1,1,11,29,1,3. 15-30 days,2022-12
166529240,2022-11-30,,39,month,Yes,0,282,2022-11,2023-09-08,10,1,11,30,2,7. 181+ days,
125828506,2022-11-30,2023-02-14,39,month,Yes,1,76,2022-11,2023-02-14,3,1,11,30,2,5. 61-90 days,2023-02
148869381,2022-11-30,2023-01-31,39,month,Yes,1,62,2022-11,2023-01-31,2,1,11,30,2,5. 61-90 days,2023-01
134825962,2022-11-30,2023-01-01,39,month,Yes,1,32,2022-11,2023-01-01,2,1,11,30,2,4. 31-60 days,2023-01
151163143,2022-11-30,2023-01-06,39,month,Yes,1,37,2022-11,2023-01-06,2,1,11,30,2,4. 31-60 days,2023-01
156111982,2022-11-30,2022-12-23,39,month,Yes,1,23,2022-11,2022-12-23,1,1,11,30,2,3. 15-30 days,2022-12
166546201,2022-11-30,2022-12-11,39,month,Yes,1,11,2022-11,2022-12-11,1,1,11,30,2,2. 8-14 days,2022-12
162126074,2022-12-01,,39,month,Yes,0,281,2022-12,2023-09-08,9,1,12,1,3,7. 181+ days,
162640429,2022-12-01,,39,month,Yes,0,281,2022-12,2023-09-08,9,1,12,1,3,7. 181+ days,
164413682,2022-12-01,,39,month,Yes,0,281,2022-12,2023-09-08,9,1,12,1,3,7. 181+ days,
162850052,2022-12-01,,39,month,Yes,0,281,2022-12,2023-09-08,9,1,12,1,3,7. 181+ days,
162177746,2022-12-01,2022-12-29,39,month,Yes,1,28,2022-12,2022-12-29,0,1,12,1,3,3. 15-30 days,2022-12
135587508,2022-12-01,2023-02-09,39,month,Yes,1,70,2022-12,2023-02-09,2,1,12,1,3,5. 61-90 days,2023-02
161428649,2022-12-01,2023-04-08,39,month,Yes,1,128,2022-12,2023-04-08,4,1,12,1,3,6. 91-180 days,2023-04
166977144,2022-12-01,2023-04-08,39,month,Yes,1,128,2022-12,2023-04-08,4,1,12,1,3,6. 91-180 days,2023-04
161640666,2022-12-01,2023-03-01,39,month,Yes,1,90,2022-12,2023-03-01,3,1,12,1,3,5. 61-90 days,2023-03
165932696,2022-12-01,2023-03-01,39,month,Yes,1,90,2022-12,2023-03-01,3,1,12,1,3,5. 61-90 days,2023-03
165204032,2022-12-01,2023-02-14,39,month,Yes,1,75,2022-12,2023-02-14,2,1,12,1,3,5. 61-90 days,2023-02
162469903,2022-12-01,2023-02-08,39,month,Yes,1,69,2022-12,2023-02-08,2,1,12,1,3,5. 61-90 days,2023-02
166515564,2022-12-01,2023-01-19,39,month,Yes,1,49,2022-12,2023-01-19,1,1,12,1,3,4. 31-60 days,2023-01
139323228,2022-12-01,2023-01-24,39,month,Yes,1,54,2022-12,2023-01-24,1,1,12,1,3,4. 31-60 days,2023-01
162569750,2022-12-01,2022-12-04,39,month,Yes,1,3,2022-12,2022-12-04,0,1,12,1,3,1. 0-7 days,2022-12
165959602,2022-12-01,2022-12-23,39,month,Yes,1,22,2022-12,2022-12-23,0,1,12,1,3,3. 15-30 days,2022-12
160968524,2022-12-01,2023-07-20,39,month,Yes,1,231,2022-12,2023-07-20,7,1,12,1,3,7. 181+ days,2023-07
163258260,2022-12-02,,39,month,Yes,0,280,2022-12,2023-09-08,9,1,12,2,4,7. 181+ days,
167051046,2022-12-02,,39,month,Yes,0,280,2022-12,2023-09-08,9,1,12,2,4,7. 181+ days,
161182367,2022-12-02,2022-12-03,39,month,Yes,1,1,2022-12,2022-12-03,0,1,12,2,4,1. 0-7 days,2022-12
167292985,2022-12-02,2022-12-03,39,month,No,1,1,2022-12,2022-12-03,0,0,12,2,4,1. 0-7 days,2022-12
166183014,2022-12-02,2022-12-03,39,month,No,1,1,2022-12,2022-12-03,0,0,12,2,4,1. 0-7 days,2022-12
165143920,2022-12-02,2023-06-02,39,month,Yes,1,182,2022-12,2023-06-02,6,1,12,2,4,7. 181+ days,2023-06
165958089,2022-12-02,2023-02-09,39,month,Yes,1,69,2022-12,2023-02-09,2,1,12,2,4,5. 61-90 days,2023-02
165431576,2022-12-02,2023-02-01,39,month,Yes,1,61,2022-12,2023-02-01,2,1,12,2,4,5. 61-90 days,2023-02
163708513,2022-12-02,2022-12-30,39,month,Yes,1,28,2022-12,2022-12-30,0,1,12,2,4,3. 15-30 days,2022-12
164521419,2022-12-02,2022-12-29,39,month,Yes,1,27,2022-12,2022-12-29,0,1,12,2,4,3. 15-30 days,2022-12
166257164,2022-12-02,2022-12-21,39,month,Yes,1,19,2022-12,2022-12-21,0,1,12,2,4,3. 15-30 days,2022-12
121348156,2022-12-02,2022-12-06,39,month,Yes,1,4,2022-12,2022-12-06,0,1,12,2,4,1. 0-7 days,2022-12
167280894,2022-12-02,2023-07-06,39,month,Yes,1,216,2022-12,2023-07-06,7,1,12,2,4,7. 181+ days,2023-07
160980795,2022-12-03,,39,month,Yes,0,279,2022-12,2023-09-08,9,1,12,3,5,7. 181+ days,
167544686,2022-12-03,,39,month,Yes,0,279,2022-12,2023-09-08,9,1,12,3,5,7. 181+ days,
161968719,2022-12-03,,39,month,Yes,0,279,2022-12,2023-09-08,9,1,12,3,5,7. 181+ days,
159070152,2022-12-03,,39,month,Yes,0,279,2022-12,2023-09-08,9,1,12,3,5,7. 181+ days,
167445788,2022-12-03,2022-12-04,39,month,No,1,1,2022-12,2022-12-04,0,0,12,3,5,1. 0-7 days,2022-12
167441263,2022-12-03,2023-06-10,39,month,Yes,1,189,2022-12,2023-06-10,6,1,12,3,5,7. 181+ days,2023-06
167586100,2022-12-03,2023-03-02,39,month,Yes,1,89,2022-12,2023-03-02,3,1,12,3,5,5. 61-90 days,2023-03
139789436,2022-12-03,2023-01-29,39,month,Yes,1,57,2022-12,2023-01-29,1,1,12,3,5,4. 31-60 days,2023-01
116319450,2022-12-04,2023-04-19,39,month,Yes,1,136,2022-12,2023-04-19,4,1,12,4,6,6. 91-180 days,2023-04
162939264,2022-12-04,2023-05-04,39,month,Yes,1,151,2022-12,2023-05-04,5,1,12,4,6,6. 91-180 days,2023-05
167711417,2022-12-04,2023-03-25,39,month,Yes,1,111,2022-12,2023-03-25,3,1,12,4,6,6. 91-180 days,2023-03
157381517,2022-12-05,,39,month,Yes,0,277,2022-12,2023-09-08,9,1,12,5,0,7. 181+ days,
162912102,2022-12-05,2022-12-06,39,month,Yes,1,1,2022-12,2022-12-06,0,1,12,5,0,1. 0-7 days,2022-12
167833210,2022-12-05,2023-07-03,39,month,Yes,1,210,2022-12,2023-07-03,7,1,12,5,0,7. 181+ days,2023-07
165676999,2022-12-05,2023-02-05,39,month,Yes,1,62,2022-12,2023-02-05,2,1,12,5,0,5. 61-90 days,2023-02
167253106,2022-12-05,2023-02-06,39,month,Yes,1,63,2022-12,2023-02-06,2,1,12,5,0,5. 61-90 days,2023-02
168022972,2022-12-05,2023-01-13,39,month,Yes,1,39,2022-12,2023-01-13,1,1,12,5,0,4. 31-60 days,2023-01
167315920,2022-12-05,2023-01-05,39,month,Yes,1,31,2022-12,2023-01-05,1,1,12,5,0,4. 31-60 days,2023-01
167928962,2022-12-05,2022-12-29,39,month,Yes,1,24,2022-12,2022-12-29,0,1,12,5,0,3. 15-30 days,2022-12
166211741,2022-12-06,2023-04-11,39,month,Yes,1,126,2022-12,2023-04-11,4,1,12,6,1,6. 91-180 days,2023-04
161450418,2022-12-06,2023-05-04,39,month,Yes,1,149,2022-12,2023-05-04,5,1,12,6,1,6. 91-180 days,2023-05
144961802,2022-12-06,2023-03-02,39,month,Yes,1,86,2022-12,2023-03-02,3,1,12,6,1,5. 61-90 days,2023-03
168137404,2022-12-06,2023-02-01,39,month,Yes,1,57,2022-12,2023-02-01,2,1,12,6,1,4. 31-60 days,2023-02
153441732,2022-12-06,2023-02-13,39,month,Yes,1,69,2022-12,2023-02-13,2,1,12,6,1,5. 61-90 days,2023-02
167649041,2022-12-06,2023-01-31,39,month,Yes,1,56,2022-12,2023-01-31,1,1,12,6,1,4. 31-60 days,2023-01
168089746,2022-12-06,2023-01-13,39,month,Yes,1,38,2022-12,2023-01-13,1,1,12,6,1,4. 31-60 days,2023-01
158177274,2022-12-06,2023-01-26,39,month,Yes,1,51,2022-12,2023-01-26,1,1,12,6,1,4. 31-60 days,2023-01
168061628,2022-12-06,2023-01-13,39,month,Yes,1,38,2022-12,2023-01-13,1,1,12,6,1,4. 31-60 days,2023-01
168436401,2022-12-07,,39,month,Yes,0,275,2022-12,2023-09-08,9,1,12,7,2,7. 181+ days,
126770376,2022-12-07,2023-01-02,39,month,Yes,1,26,2022-12,2023-01-02,1,1,12,7,2,3. 15-30 days,2023-01
153468957,2022-12-07,2023-02-14,39,month,Yes,1,69,2022-12,2023-02-14,2,1,12,7,2,5. 61-90 days,2023-02
168336474,2022-12-07,2023-02-27,39,month,Yes,1,82,2022-12,2023-02-27,2,1,12,7,2,5. 61-90 days,2023-02
166929423,2022-12-07,2022-12-28,39,month,Yes,1,21,2022-12,2022-12-28,0,1,12,7,2,3. 15-30 days,2022-12
163990458,2022-12-07,2022-12-22,39,month,Yes,1,15,2022-12,2022-12-22,0,1,12,7,2,3. 15-30 days,2022-12
166411463,2022-12-08,,39,month,Yes,0,274,2022-12,2023-09-08,9,1,12,8,3,7. 181+ days,
168433088,2022-12-08,,39,month,Yes,0,274,2022-12,2023-09-08,9,1,12,8,3,7. 181+ days,
155426075,2022-12-08,,39,month,Yes,0,274,2022-12,2023-09-08,9,1,12,8,3,7. 181+ days,
168555694,2022-12-08,2022-12-09,39,month,No,1,1,2022-12,2022-12-09,0,0,12,8,3,1. 0-7 days,2022-12
162912102,2022-12-08,2023-05-15,39,month,Yes,1,158,2022-12,2023-05-15,5,1,12,8,3,6. 91-180 days,2023-05
168471192,2022-12-08,2023-02-03,39,month,Yes,1,57,2022-12,2023-02-03,2,1,12,8,3,4. 31-60 days,2023-02
168825734,2022-12-08,2023-01-15,39,month,Yes,1,38,2022-12,2023-01-15,1,1,12,8,3,4. 31-60 days,2023-01
163852568,2022-12-08,2022-12-12,39,month,Yes,1,4,2022-12,2022-12-12,0,1,12,8,3,1. 0-7 days,2022-12
168460834,2022-12-08,2022-12-27,39,month,Yes,1,19,2022-12,2022-12-27,0,1,12,8,3,3. 15-30 days,2022-12
169085351,2022-12-09,2023-07-05,39,month,Yes,1,208,2022-12,2023-07-05,7,1,12,9,4,7. 181+ days,2023-07
168456070,2022-12-09,2023-04-22,39,month,Yes,1,134,2022-12,2023-04-22,4,1,12,9,4,6. 91-180 days,2023-04
168900021,2022-12-09,2023-02-06,39,month,Yes,1,59,2022-12,2023-02-06,2,1,12,9,4,4. 31-60 days,2023-02
169113748,2022-12-09,2023-01-13,39,month,Yes,1,35,2022-12,2023-01-13,1,1,12,9,4,4. 31-60 days,2023-01
162193491,2022-12-09,2023-01-20,39,month,Yes,1,42,2022-12,2023-01-20,1,1,12,9,4,4. 31-60 days,2023-01
167761722,2022-12-09,2023-07-16,39,month,Yes,1,219,2022-12,2023-07-16,7,1,12,9,4,7. 181+ days,2023-07
169244937,2022-12-10,2023-03-04,39,month,Yes,1,84,2022-12,2023-03-04,3,1,12,10,5,5. 61-90 days,2023-03
167923504,2022-12-10,2023-02-08,39,month,Yes,1,60,2022-12,2023-02-08,2,1,12,10,5,4. 31-60 days,2023-02
167459469,2022-12-10,2023-01-14,39,month,Yes,1,35,2022-12,2023-01-14,1,1,12,10,5,4. 31-60 days,2023-01
123169152,2022-12-10,2023-01-03,39,month,Yes,1,24,2022-12,2023-01-03,1,1,12,10,5,3. 15-30 days,2023-01
153157541,2022-12-11,,39,month,Yes,0,271,2022-12,2023-09-08,9,1,12,11,6,7. 181+ days,
169133180,2022-12-11,,39,month,Yes,0,271,2022-12,2023-09-08,9,1,12,11,6,7. 181+ days,
129447970,2022-12-11,2022-12-12,39,month,Yes,1,1,2022-12,2022-12-12,0,1,12,11,6,1. 0-7 days,2022-12
169388365,2022-12-11,2023-06-18,39,month,Yes,1,189,2022-12,2023-06-18,6,1,12,11,6,7. 181+ days,2023-06
130872019,2022-12-11,2023-04-11,39,month,Yes,1,121,2022-12,2023-04-11,4,1,12,11,6,6. 91-180 days,2023-04
167674086,2022-12-11,2023-05-01,39,month,Yes,1,141,2022-12,2023-05-01,5,1,12,11,6,6. 91-180 days,2023-05
169590994,2022-12-11,2023-02-26,39,month,Yes,1,77,2022-12,2023-02-26,2,1,12,11,6,5. 61-90 days,2023-02
166199181,2022-12-11,2023-01-18,39,month,Yes,1,38,2022-12,2023-01-18,1,1,12,11,6,4. 31-60 days,2023-01
169895510,2022-12-12,,39,month,Yes,0,270,2022-12,2023-09-08,9,1,12,12,0,7. 181+ days,
169837410,2022-12-12,,39,month,Yes,0,270,2022-12,2023-09-08,9,1,12,12,0,7. 181+ days,
169854397,2022-12-12,,39,month,No,0,270,2022-12,2023-09-08,9,0,12,12,0,7. 181+ days,
145987169,2022-12-12,2023-01-27,39,month,Yes,1,46,2022-12,2023-01-27,1,1,12,12,0,4. 31-60 days,2023-01
169915574,2022-12-12,2023-03-13,39,month,Yes,1,91,2022-12,2023-03-13,3,1,12,12,0,6. 91-180 days,2023-03
164632485,2022-12-12,2023-03-07,39,month,Yes,1,85,2022-12,2023-03-07,3,1,12,12,0,5. 61-90 days,2023-03
169830063,2022-12-12,2023-01-30,39,month,Yes,1,49,2022-12,2023-01-30,1,1,12,12,0,4. 31-60 days,2023-01
162624984,2022-12-12,2023-01-23,39,month,Yes,1,42,2022-12,2023-01-23,1,1,12,12,0,4. 31-60 days,2023-01
169020452,2022-12-12,2023-08-09,39,month,Yes,1,240,2022-12,2023-08-09,8,1,12,12,0,7. 181+ days,2023-08
170037760,2022-12-13,,39,month,Yes,0,269,2022-12,2023-09-08,9,1,12,13,1,7. 181+ days,
116060198,2022-12-13,2023-03-20,39,month,Yes,1,97,2022-12,2023-03-20,3,1,12,13,1,6. 91-180 days,2023-03
129798657,2022-12-13,2023-03-13,39,month,Yes,1,90,2022-12,2023-03-13,3,1,12,13,1,5. 61-90 days,2023-03
170426615,2022-12-13,2023-02-13,39,month,Yes,1,62,2022-12,2023-02-13,2,1,12,13,1,5. 61-90 days,2023-02
161574018,2022-12-13,2023-02-21,39,month,Yes,1,70,2022-12,2023-02-21,2,1,12,13,1,5. 61-90 days,2023-02
160272364,2022-12-14,,39,month,Yes,0,268,2022-12,2023-09-08,9,1,12,14,2,7. 181+ days,
144938943,2022-12-14,,39,month,No,0,268,2022-12,2023-09-08,9,0,12,14,2,7. 181+ days,
170004555,2022-12-14,2023-02-11,39,month,Yes,1,59,2022-12,2023-02-11,2,1,12,14,2,4. 31-60 days,2023-02
167673987,2022-12-14,2023-02-21,39,month,Yes,1,69,2022-12,2023-02-21,2,1,12,14,2,5. 61-90 days,2023-02
154448870,2022-12-14,2023-01-02,39,month,Yes,1,19,2022-12,2023-01-02,1,1,12,14,2,3. 15-30 days,2023-01
153508650,2022-12-14,2023-01-31,39,month,Yes,1,48,2022-12,2023-01-31,1,1,12,14,2,4. 31-60 days,2023-01
156521981,2022-12-14,2023-01-14,39,month,Yes,1,31,2022-12,2023-01-14,1,1,12,14,2,4. 31-60 days,2023-01
170897520,2022-12-14,2023-07-04,39,month,Yes,1,202,2022-12,2023-07-04,7,1,12,14,2,7. 181+ days,2023-07
167076396,2022-12-14,2023-08-04,39,month,Yes,1,233,2022-12,2023-08-04,8,1,12,14,2,7. 181+ days,2023-08
170968987,2022-12-15,,39,month,Yes,0,267,2022-12,2023-09-08,9,1,12,15,3,7. 181+ days,
170154956,2022-12-15,2023-04-18,39,month,Yes,1,124,2022-12,2023-04-18,4,1,12,15,3,6. 91-180 days,2023-04
170976924,2022-12-15,2023-05-30,39,month,Yes,1,166,2022-12,2023-05-30,5,1,12,15,3,6. 91-180 days,2023-05
171090027,2022-12-15,2023-03-14,39,month,Yes,1,89,2022-12,2023-03-14,3,1,12,15,3,5. 61-90 days,2023-03
167135160,2022-12-15,2023-01-18,39,month,Yes,1,34,2022-12,2023-01-18,1,1,12,15,3,4. 31-60 days,2023-01
171339244,2022-12-15,2022-12-15,39,month,Yes,1,0,2022-12,2022-12-15,0,1,12,15,3,,2022-12
169285280,2022-12-16,2022-12-17,39,month,No,1,1,2022-12,2022-12-17,0,0,12,16,4,1. 0-7 days,2022-12
137315832,2022-12-16,2023-03-23,39,month,Yes,1,97,2022-12,2023-03-23,3,1,12,16,4,6. 91-180 days,2023-03
171286538,2022-12-16,2023-04-13,39,month,Yes,1,118,2022-12,2023-04-13,4,1,12,16,4,6. 91-180 days,2023-04
154531106,2022-12-16,2023-04-14,39,month,Yes,1,119,2022-12,2023-04-14,4,1,12,16,4,6. 91-180 days,2023-04
169998988,2022-12-16,2023-05-17,39,month,Yes,1,152,2022-12,2023-05-17,5,1,12,16,4,6. 91-180 days,2023-05
171860036,2022-12-16,2023-03-18,39,month,Yes,1,92,2022-12,2023-03-18,3,1,12,16,4,6. 91-180 days,2023-03
169906376,2022-12-16,2023-02-13,39,month,Yes,1,59,2022-12,2023-02-13,2,1,12,16,4,4. 31-60 days,2023-02
171681744,2022-12-16,2023-02-22,39,month,Yes,1,68,2022-12,2023-02-22,2,1,12,16,4,5. 61-90 days,2023-02
171375108,2022-12-16,2023-01-16,39,month,Yes,1,31,2022-12,2023-01-16,1,1,12,16,4,4. 31-60 days,2023-01
166358674,2022-12-16,2023-01-23,39,month,Yes,1,38,2022-12,2023-01-23,1,1,12,16,4,4. 31-60 days,2023-01
168696864,2022-12-17,2022-12-18,39,month,Yes,1,1,2022-12,2022-12-18,0,1,12,17,5,1. 0-7 days,2022-12
149303812,2022-12-17,2023-02-20,39,month,Yes,1,65,2022-12,2023-02-20,2,1,12,17,5,5. 61-90 days,2023-02
145969392,2022-12-17,2023-02-01,39,month,Yes,1,46,2022-12,2023-02-01,2,1,12,17,5,4. 31-60 days,2023-02
169399624,2022-12-17,2023-02-10,39,month,Yes,1,55,2022-12,2023-02-10,2,1,12,17,5,4. 31-60 days,2023-02
162423643,2022-12-17,2022-12-17,39,month,Yes,1,0,2022-12,2022-12-17,0,1,12,17,5,,2022-12
171131528,2022-12-18,,39,month,Yes,0,264,2022-12,2023-09-08,9,1,12,18,6,7. 181+ days,
172370430,2022-12-18,2022-12-19,39,month,No,1,1,2022-12,2022-12-19,0,0,12,18,6,1. 0-7 days,2022-12
122646091,2022-12-18,2023-03-21,39,month,Yes,1,93,2022-12,2023-03-21,3,1,12,18,6,6. 91-180 days,2023-03
171688728,2022-12-18,2023-01-13,39,month,Yes,1,26,2022-12,2023-01-13,1,1,12,18,6,3. 15-30 days,2023-01
173037778,2022-12-18,2023-01-27,39,month,Yes,1,40,2022-12,2023-01-27,1,1,12,18,6,4. 31-60 days,2023-01
139247241,2022-12-18,2023-01-07,39,month,Yes,1,20,2022-12,2023-01-07,1,1,12,18,6,3. 15-30 days,2023-01
138235674,2022-12-19,,39,month,Yes,0,263,2022-12,2023-09-08,9,1,12,19,0,7. 181+ days,
173832314,2022-12-19,2023-02-26,39,month,Yes,1,69,2022-12,2023-02-26,2,1,12,19,0,5. 61-90 days,2023-02
170752898,2022-12-19,2023-02-23,39,month,Yes,1,66,2022-12,2023-02-23,2,1,12,19,0,5. 61-90 days,2023-02
172517999,2022-12-19,2023-01-26,39,month,Yes,1,38,2022-12,2023-01-26,1,1,12,19,0,4. 31-60 days,2023-01
150779000,2022-12-19,2023-01-02,39,month,Yes,1,14,2022-12,2023-01-02,1,1,12,19,0,2. 8-14 days,2023-01
171304646,2022-12-19,2023-08-26,39,month,Yes,1,250,2022-12,2023-08-26,8,1,12,19,0,7. 181+ days,2023-08
168696864,2022-12-20,,39,month,Yes,0,262,2022-12,2023-09-08,9,1,12,20,1,7. 181+ days,
174268714,2022-12-20,,39,month,Yes,0,262,2022-12,2023-09-08,9,1,12,20,1,7. 181+ days,
147022677,2022-12-20,,39,month,Yes,0,262,2022-12,2023-09-08,9,1,12,20,1,7. 181+ days,
156864062,2022-12-20,2022-12-21,39,month,No,1,1,2022-12,2022-12-21,0,0,12,20,1,1. 0-7 days,2022-12
123065349,2022-12-20,2023-03-27,39,month,Yes,1,97,2022-12,2023-03-27,3,1,12,20,1,6. 91-180 days,2023-03
174258180,2022-12-20,2023-04-29,39,month,Yes,1,130,2022-12,2023-04-29,4,1,12,20,1,6. 91-180 days,2023-04
174269667,2022-12-20,2023-03-03,39,month,Yes,1,73,2022-12,2023-03-03,3,1,12,20,1,5. 61-90 days,2023-03
171889946,2022-12-20,2023-02-10,39,month,Yes,1,52,2022-12,2023-02-10,2,1,12,20,1,4. 31-60 days,2023-02
171613468,2022-12-20,2023-02-22,39,month,Yes,1,64,2022-12,2023-02-22,2,1,12,20,1,5. 61-90 days,2023-02
122922737,2022-12-21,,39,month,Yes,0,261,2022-12,2023-09-08,9,1,12,21,2,7. 181+ days,
174646924,2022-12-21,2023-03-28,39,month,Yes,1,97,2022-12,2023-03-28,3,1,12,21,2,6. 91-180 days,2023-03
174264280,2022-12-21,2023-03-28,39,month,Yes,1,97,2022-12,2023-03-28,3,1,12,21,2,6. 91-180 days,2023-03
174609120,2022-12-21,2023-03-18,39,month,Yes,1,87,2022-12,2023-03-18,3,1,12,21,2,5. 61-90 days,2023-03
174158995,2022-12-21,2023-02-25,39,month,Yes,1,66,2022-12,2023-02-25,2,1,12,21,2,5. 61-90 days,2023-02
174484311,2022-12-21,2023-02-25,39,month,Yes,1,66,2022-12,2023-02-25,2,1,12,21,2,5. 61-90 days,2023-02
169556175,2022-12-21,2023-01-22,39,month,Yes,1,32,2022-12,2023-01-22,1,1,12,21,2,4. 31-60 days,2023-01
153122282,2022-12-21,2022-12-21,39,month,Yes,1,0,2022-12,2022-12-21,0,1,12,21,2,,2022-12
174576654,2022-12-21,2023-07-07,39,month,Yes,1,198,2022-12,2023-07-07,7,1,12,21,2,7. 181+ days,2023-07
154711077,2022-12-22,,39,month,Yes,0,260,2022-12,2023-09-08,9,1,12,22,3,7. 181+ days,
163619032,2022-12-22,,39,month,Yes,0,260,2022-12,2023-09-08,9,1,12,22,3,7. 181+ days,
171001864,2022-12-22,,39,month,Yes,0,260,2022-12,2023-09-08,9,1,12,22,3,7. 181+ days,
151890014,2022-12-22,,39,month,Yes,0,260,2022-12,2023-09-08,9,1,12,22,3,7. 181+ days,
158575772,2022-12-22,2022-12-23,39,month,Yes,1,1,2022-12,2022-12-23,0,1,12,22,3,1. 0-7 days,2022-12
164462665,2022-12-22,2022-12-23,39,month,No,1,1,2022-12,2022-12-23,0,0,12,22,3,1. 0-7 days,2022-12
121830768,2022-12-22,2023-01-24,39,month,Yes,1,33,2022-12,2023-01-24,1,1,12,22,3,4. 31-60 days,2023-01
174605216,2022-12-22,2023-05-12,39,month,Yes,1,141,2022-12,2023-05-12,5,1,12,22,3,6. 91-180 days,2023-05
174655316,2022-12-22,2023-03-15,39,month,Yes,1,83,2022-12,2023-03-15,3,1,12,22,3,5. 61-90 days,2023-03
174622570,2022-12-22,2023-01-01,39,month,Yes,1,10,2022-12,2023-01-01,1,1,12,22,3,2. 8-14 days,2023-01
174720005,2022-12-22,2022-12-23,39,month,Yes,1,1,2022-12,2022-12-23,0,1,12,22,3,1. 0-7 days,2022-12
174696512,2022-12-23,,39,month,Yes,0,259,2022-12,2023-09-08,9,1,12,23,4,7. 181+ days,
175314293,2022-12-23,,39,month,Yes,0,259,2022-12,2023-09-08,9,1,12,23,4,7. 181+ days,
175451863,2022-12-23,2023-03-20,39,month,Yes,1,87,2022-12,2023-03-20,3,1,12,23,4,5. 61-90 days,2023-03
174752844,2022-12-23,2023-01-30,39,month,Yes,1,38,2022-12,2023-01-30,1,1,12,23,4,4. 31-60 days,2023-01
175431141,2022-12-24,,39,month,Yes,0,258,2022-12,2023-09-08,9,1,12,24,5,7. 181+ days,
132228678,2022-12-24,2022-12-24,39,month,Yes,1,0,2022-12,2022-12-24,0,1,12,24,5,,2022-12
161151062,2022-12-24,2023-04-19,39,month,Yes,1,116,2022-12,2023-04-19,4,1,12,24,5,6. 91-180 days,2023-04
167653319,2022-12-24,2023-03-13,39,month,Yes,1,79,2022-12,2023-03-13,3,1,12,24,5,5. 61-90 days,2023-03
171659515,2022-12-24,2023-01-23,39,month,Yes,1,30,2022-12,2023-01-23,1,1,12,24,5,3. 15-30 days,2023-01
175720159,2022-12-24,2023-01-09,39,month,Yes,1,16,2022-12,2023-01-09,1,1,12,24,5,3. 15-30 days,2023-01
170593141,2022-12-24,2023-01-08,39,month,Yes,1,15,2022-12,2023-01-08,1,1,12,24,5,3. 15-30 days,2023-01
173981170,2022-12-24,2022-12-25,39,month,Yes,1,1,2022-12,2022-12-25,0,1,12,24,5,1. 0-7 days,2022-12
175166391,2022-12-25,,39,month,Yes,0,257,2022-12,2023-09-08,9,1,12,25,6,7. 181+ days,
161175048,2022-12-25,2023-02-22,39,month,Yes,1,59,2022-12,2023-02-22,2,1,12,25,6,4. 31-60 days,2023-02
